"x" "y" "vegt" "nbr"
"301" 571480.053 1753210.089 1 436.505500076165
"302" 571990.053 1753210.089 1 379.603480233087
"303" 554140.053 1753720.089 2 81.7845751444497
"304" 554650.053 1753720.089 2 19.5855102539063
"305" 556690.053 1753720.089 1 -3.04732036590588
"306" 557200.053 1753720.089 2 53.0630807391678
"307" 557710.053 1753720.089 1 149.013419432660
"308" 558220.053 1753720.089 2 229.881306020437
"309" 558730.053 1753720.089 1 136.295413005547
"310" 559240.053 1753720.089 1 63.0842140294192
"311" 559750.053 1753720.089 1 -23.818430327221
"312" 560260.053 1753720.089 1 3.23383037219321
"313" 560770.053 1753720.089 1 141.224821883081
"314" 561280.053 1753720.089 1 288.36885234723
"315" 561790.053 1753720.089 1 268.288301101597
"316" 562300.053 1753720.089 1 393.479927220549
"317" 562810.053 1753720.089 1 355.309570603914
"318" 563320.053 1753720.089 1 180.751645108812
"319" 563830.053 1753720.089 1 126.586935207497
"320" 564340.053 1753720.089 1 -26.5570378419102
"321" 564850.053 1753720.089 1 200.727839973963
"322" 565360.053 1753720.089 1 115.422498174183
"323" 565870.053 1753720.089 1 -113.220928848931
"324" 566380.053 1753720.089 1 -235.206262675542
"325" 566890.053 1753720.089 1 -165.812132783008
"326" 567400.053 1753720.089 1 -139.307211798373
"327" 567910.053 1753720.089 1 -19.4523063737289
"328" 568420.053 1753720.089 1 20.7055591997516
"329" 568930.053 1753720.089 1 44.2189004702682
"330" 569440.053 1753720.089 1 84.8579011631593
"331" 569950.053 1753720.089 1 62.730840780323
"332" 570460.053 1753720.089 0 313.495323330823
"333" 570970.053 1753720.089 1 255.735870746588
"334" 571480.053 1753720.089 2 309.266830444336
"335" 553630.053 1754230.089 2 77.781950863925
"336" 554140.053 1754230.089 2 141.762025896438
"337" 554650.053 1754230.089 2 135.875179195397
"338" 555160.053 1754230.089 1 40.6087752492863
"339" 555670.053 1754230.089 1 201.560520227361
"340" 556180.053 1754230.089 1 242.923413707592
"341" 556690.053 1754230.089 1 160.939260799973
"342" 557200.053 1754230.089 2 82.4491104997085
"343" 557710.053 1754230.089 2 224.240292577173
"344" 558220.053 1754230.089 2 185.544245668959
"345" 558730.053 1754230.089 1 -58.6860276844338
"346" 559240.053 1754230.089 1 -88.6653857268329
"347" 559750.053 1754230.089 1 -29.5143867133057
"348" 560260.053 1754230.089 1 48.0633791296252
"349" 560770.053 1754230.089 1 199.426546629728
"350" 561280.053 1754230.089 1 311.330217749181
"351" 561790.053 1754230.089 1 295.826388567367
"352" 562300.053 1754230.089 1 248.686553980232
"353" 562810.053 1754230.089 1 374.150478778816
"354" 563320.053 1754230.089 1 408.458224256962
"355" 563830.053 1754230.089 1 361.85239368078
"356" 564340.053 1754230.089 1 202.153359497573
"357" 564850.053 1754230.089 1 -73.7299815989763
"358" 565360.053 1754230.089 1 -181.431634505734
"359" 565870.053 1754230.089 1 -65.463102133223
"360" 566380.053 1754230.089 1 -237.693052911433
"361" 566890.053 1754230.089 1 -192.929174060233
"362" 567400.053 1754230.089 1 -131.030881480575
"363" 567910.053 1754230.089 1 -33.1686378783493
"364" 568420.053 1754230.089 1 -81.7220135362152
"365" 568930.053 1754230.089 1 -7.07315800491767
"366" 569440.053 1754230.089 1 -166.248183114106
"367" 569950.053 1754230.089 1 173.706615144359
"368" 570460.053 1754230.089 1 70.0760229127168
"369" 553120.053 1754740.089 2 -23.8316354751587
"370" 553630.053 1754740.089 2 40.1092334867553
"371" 554140.053 1754740.089 2 26.6995642363022
"372" 554650.053 1754740.089 1 334.317740237415
"373" 555160.053 1754740.089 1 160.078494432054
"374" 555670.053 1754740.089 1 227.514020333231
"375" 556180.053 1754740.089 1 216.387336073028
"376" 556690.053 1754740.089 1 360.352687723486
"377" 557200.053 1754740.089 1 279.339993285463
"378" 557710.053 1754740.089 2 149.967223839767
"379" 558220.053 1754740.089 2 -60.242800444681
"380" 558730.053 1754740.089 1 -129.930403003340
"381" 559240.053 1754740.089 1 88.7319402496635
"382" 559750.053 1754740.089 1 -20.2810528017518
"383" 560260.053 1754740.089 1 250.595559416284
"384" 560770.053 1754740.089 1 453.343926065715
"385" 561280.053 1754740.089 1 139.813070442533
"386" 561790.053 1754740.089 1 252.928230566953
"387" 562300.053 1754740.089 1 273.113222471149
"388" 562810.053 1754740.089 1 241.827468934348
"389" 563320.053 1754740.089 1 271.788562865808
"390" 563830.053 1754740.089 1 -124.635675824437
"391" 564340.053 1754740.089 1 -111.315623372902
"392" 564850.053 1754740.089 1 -247.507655975734
"393" 565360.053 1754740.089 1 -132.287267722067
"394" 565870.053 1754740.089 1 -133.977953944372
"395" 566380.053 1754740.089 1 -188.560138305584
"396" 566890.053 1754740.089 1 -100.706070292786
"397" 567400.053 1754740.089 1 -51.9546532003101
"398" 567910.053 1754740.089 1 -44.5842325631792
"399" 568420.053 1754740.089 1 16.5466951940219
"400" 568930.053 1754740.089 1 -135.235561139449
"401" 569440.053 1754740.089 1 -18.4255115660077
"402" 569950.053 1754740.089 1 144.653204105979
"403" 570460.053 1754740.089 1 258.597061323084
"404" 553120.053 1755250.089 2 31.5786819532009
"405" 553630.053 1755250.089 2 61.4643780907811
"406" 554140.053 1755250.089 1 169.146856616104
"407" 554650.053 1755250.089 2 249.327980869773
"408" 555160.053 1755250.089 2 186.399809682237
"409" 555670.053 1755250.089 1 396.012650949310
"410" 556180.053 1755250.089 1 217.947910390090
"411" 556690.053 1755250.089 1 266.606809916372
"412" 557200.053 1755250.089 1 252.699647283463
"413" 557710.053 1755250.089 2 112.217721134313
"414" 558220.053 1755250.089 2 -10.2478700975304
"415" 558730.053 1755250.089 1 -66.9845076799462
"416" 559240.053 1755250.089 1 -18.5773440748007
"417" 559750.053 1755250.089 1 211.044692902408
"418" 560260.053 1755250.089 0 383.782567444135
"419" 560770.053 1755250.089 1 304.338282809529
"420" 561280.053 1755250.089 1 61.4640268132687
"421" 561790.053 1755250.089 1 262.617315268838
"422" 562300.053 1755250.089 1 158.942218332545
"423" 562810.053 1755250.089 1 -2.24870712184452
"424" 563320.053 1755250.089 1 72.0440896596795
"425" 563830.053 1755250.089 0 267.642656034243
"426" 564340.053 1755250.089 1 90.4520841670817
"427" 564850.053 1755250.089 1 -71.5820276877531
"428" 565360.053 1755250.089 1 -102.815839525744
"429" 565870.053 1755250.089 1 -101.958068438268
"430" 566380.053 1755250.089 1 -145.543400639074
"431" 566890.053 1755250.089 1 -23.2223058477061
"432" 567400.053 1755250.089 1 -143.775068483247
"433" 567910.053 1755250.089 1 -15.1466275499015
"434" 568420.053 1755250.089 1 -27.9817502108891
"435" 568930.053 1755250.089 1 -177.438824730870
"436" 569440.053 1755250.089 1 65.7597006327271
"437" 569950.053 1755250.089 1 173.520807667467
"438" 552610.053 1755760.089 2 84.9917769429146
"439" 553120.053 1755760.089 2 131.199527752246
"440" 553630.053 1755760.089 2 110.266040214816
"441" 554140.053 1755760.089 4 192.188456254013
"442" 554650.053 1755760.089 4 222.691965594827
"443" 555160.053 1755760.089 2 190.841733275392
"444" 555670.053 1755760.089 1 90.711907213114
"445" 556180.053 1755760.089 1 379.747187873475
"446" 556690.053 1755760.089 1 212.048863699476
"447" 557200.053 1755760.089 1 -14.0658880146386
"448" 557710.053 1755760.089 1 118.909524248125
"449" 558220.053 1755760.089 1 185.990026914528
"450" 558730.053 1755760.089 1 60.7713532184778
"451" 559240.053 1755760.089 1 166.91080498282
"452" 559750.053 1755760.089 1 236.746746971937
"453" 560260.053 1755760.089 1 317.939628056992
"454" 560770.053 1755760.089 1 322.104123957831
"455" 561280.053 1755760.089 1 179.771569019568
"456" 561790.053 1755760.089 1 -91.5435364698104
"457" 562300.053 1755760.089 1 -146.343381185439
"458" 562810.053 1755760.089 1 -41.8806661611879
"459" 563320.053 1755760.089 1 -262.578529371115
"460" 563830.053 1755760.089 1 -263.791001903975
"461" 564340.053 1755760.089 4 -225.266980646396
"462" 564850.053 1755760.089 1 -264.858758956921
"463" 565360.053 1755760.089 1 -38.4438341480712
"464" 565870.053 1755760.089 1 -36.3323802440199
"465" 566380.053 1755760.089 1 -48.9489695082345
"466" 566890.053 1755760.089 1 -104.388575384985
"467" 567400.053 1755760.089 1 -65.0941214380035
"468" 567910.053 1755760.089 1 -155.242294552423
"469" 568420.053 1755760.089 1 -94.397704497347
"470" 568930.053 1755760.089 1 -19.5714405315218
"471" 569440.053 1755760.089 1 -124.862468432602
"472" 569950.053 1755760.089 1 51.699385592917
"473" 570460.053 1755760.089 1 94.9548223382342
"474" 570970.053 1755760.089 1 11.1532535552977
"475" 552100.053 1756270.089 4 52.8005397927529
"476" 552610.053 1756270.089 2 78.911465750697
"477" 553120.053 1756270.089 2 156.081251329401
"478" 553630.053 1756270.089 2 275.783299201904
"479" 554140.053 1756270.089 2 252.914535379401
"480" 554650.053 1756270.089 4 173.721854731278
"481" 555160.053 1756270.089 1 208.156326656309
"482" 555670.053 1756270.089 1 345.421201754308
"483" 556180.053 1756270.089 1 303.370157761684
"484" 556690.053 1756270.089 1 537.791533773425
"485" 557200.053 1756270.089 0 524.901211669278
"486" 557710.053 1756270.089 1 217.662010456881
"487" 558220.053 1756270.089 1 191.98178494976
"488" 558730.053 1756270.089 1 271.235846641557
"489" 559240.053 1756270.089 1 228.371969324073
"490" 559750.053 1756270.089 1 211.898549125878
"491" 560260.053 1756270.089 1 201.112937228172
"492" 560770.053 1756270.089 1 213.307046337514
"493" 561280.053 1756270.089 1 14.707078519569
"494" 561790.053 1756270.089 1 -255.490293274655
"495" 562300.053 1756270.089 1 -245.119105779285
"496" 562810.053 1756270.089 1 -45.7263065638498
"497" 563320.053 1756270.089 1 -226.524322617843
"498" 563830.053 1756270.089 1 -351.129752439616
"499" 564340.053 1756270.089 1 -81.8170349181379
"500" 564850.053 1756270.089 4 -124.092113811361
"501" 565360.053 1756270.089 4 34.6829574358640
"502" 565870.053 1756270.089 1 76.1634849202212
"503" 566380.053 1756270.089 1 10.0086208420981
"504" 566890.053 1756270.089 1 -38.7830829624552
"505" 567400.053 1756270.089 1 -127.850625095902
"506" 567910.053 1756270.089 1 64.1077049475825
"507" 568420.053 1756270.089 1 277.029292425061
"508" 568930.053 1756270.089 1 126.926820385819
"509" 569440.053 1756270.089 1 -115.062066895745
"510" 569950.053 1756270.089 1 -128.763011759443
"511" 570460.053 1756270.089 1 -19.2629945307111
"512" 570970.053 1756270.089 1 56.4972522462872
"513" 571480.053 1756270.089 1 -36.180206094469
"514" 551590.053 1756780.089 2 197.306072870890
"515" 552100.053 1756780.089 2 196.656935867709
"516" 552610.053 1756780.089 2 128.32920821892
"517" 553120.053 1756780.089 2 79.469614167424
"518" 553630.053 1756780.089 2 254.03637762142
"519" 554140.053 1756780.089 1 500.07824141891
"520" 554650.053 1756780.089 0 421.358662848926
"521" 555160.053 1756780.089 1 209.955298311054
"522" 555670.053 1756780.089 1 267.301471225509
"523" 556180.053 1756780.089 1 460.035210122004
"524" 556690.053 1756780.089 1 405.194177494682
"525" 557200.053 1756780.089 1 237.003697980225
"526" 557710.053 1756780.089 0 408.095840793983
"527" 558220.053 1756780.089 1 221.902585572429
"528" 558730.053 1756780.089 1 384.715763393149
"529" 559240.053 1756780.089 1 222.547099153518
"530" 559750.053 1756780.089 1 212.580218669443
"531" 560260.053 1756780.089 1 213.328042991425
"532" 560770.053 1756780.089 1 42.7928916665439
"533" 561280.053 1756780.089 1 -77.4659381020102
"534" 561790.053 1756780.089 1 -247.071448437489
"535" 562300.053 1756780.089 1 -170.485106843778
"536" 562810.053 1756780.089 1 -90.2669960668834
"537" 563320.053 1756780.089 1 -169.398330831204
"538" 563830.053 1756780.089 1 -205.536523175081
"539" 564340.053 1756780.089 4 -241.957280052992
"540" 564850.053 1756780.089 1 154.906527867359
"541" 565360.053 1756780.089 4 163.402133419225
"542" 565870.053 1756780.089 4 307.22789131439
"543" 566380.053 1756780.089 1 109.501025354153
"544" 566890.053 1756780.089 1 76.665300469489
"545" 567400.053 1756780.089 1 97.990856553436
"546" 567910.053 1756780.089 1 137.439739384754
"547" 568420.053 1756780.089 1 44.0788462665173
"548" 568930.053 1756780.089 1 103.715995232016
"549" 569440.053 1756780.089 1 -143.143211205415
"550" 569950.053 1756780.089 1 -265.496278238137
"551" 570460.053 1756780.089 1 -84.6853609139189
"552" 570970.053 1756780.089 1 362.52738199067
"553" 571480.053 1756780.089 1 -41.9443250298494
"554" 551590.053 1757290.089 4 249.724396383972
"555" 552100.053 1757290.089 2 357.783657375907
"556" 552610.053 1757290.089 2 135.763344519271
"557" 553120.053 1757290.089 2 42.3080429852782
"558" 555160.053 1757290.089 1 492.213174106313
"559" 555670.053 1757290.089 1 245.528225725348
"560" 556180.053 1757290.089 1 560.933787306695
"561" 556690.053 1757290.089 1 208.581261810538
"562" 557200.053 1757290.089 1 -66.5299448526197
