"x" "y" "vegt" "nbr"
"563" 557710.053 1757290.089 1 -172.601048120996
"564" 558220.053 1757290.089 1 363.195190852067
"565" 558730.053 1757290.089 1 254.184379465430
"566" 559240.053 1757290.089 1 10.65373385055
"567" 559750.053 1757290.089 1 -0.934722067096004
"568" 560260.053 1757290.089 1 119.612307388468
"569" 560770.053 1757290.089 1 100.249992915495
"570" 561280.053 1757290.089 1 -202.130611620153
"571" 561790.053 1757290.089 1 -328.764974415926
"572" 562300.053 1757290.089 1 -210.517865865707
"573" 562810.053 1757290.089 1 15.2529490716867
"574" 563320.053 1757290.089 1 -176.925821974622
"575" 563830.053 1757290.089 1 -79.8584036282672
"576" 564340.053 1757290.089 1 -161.539872529604
"577" 564850.053 1757290.089 1 -189.598544439803
"578" 565360.053 1757290.089 1 -89.2550926815953
"579" 565870.053 1757290.089 1 102.670641479599
"580" 566380.053 1757290.089 1 85.4573263272198
"581" 566890.053 1757290.089 1 -62.1545903427034
"582" 567400.053 1757290.089 1 -61.9733352869508
"583" 567910.053 1757290.089 1 221.940352003099
"584" 568420.053 1757290.089 0 236.607665728522
"585" 568930.053 1757290.089 1 201.229485384132
"586" 569440.053 1757290.089 1 -267.002781554288
"587" 569950.053 1757290.089 1 -364.906224656687
"588" 570460.053 1757290.089 1 -76.3739382874252
"589" 570970.053 1757290.089 1 106.178476258476
"590" 571480.053 1757290.089 1 86.5961197114759
"591" 550570.053 1757800.089 1 -67.837767667548
"592" 551080.053 1757800.089 1 82.315950870511
"593" 551590.053 1757800.089 1 87.6385425408548
"594" 552100.053 1757800.089 2 223.108736406504
"595" 552610.053 1757800.089 1 325.049027291934
"596" 553120.053 1757800.089 3 293.746373634953
"597" 555160.053 1757800.089 1 388.392065517789
"598" 555670.053 1757800.089 3 508.130749511719
"599" 556180.053 1757800.089 1 236.48752972285
"600" 556690.053 1757800.089 1 -137.018543841524
"601" 557200.053 1757800.089 1 -130.393733398937
"602" 557710.053 1757800.089 1 -127.592437617925
"603" 558220.053 1757800.089 1 -32.7236660516869
"604" 558730.053 1757800.089 1 323.911517617602
"605" 559240.053 1757800.089 1 -97.743450852833
"606" 559750.053 1757800.089 1 -224.149994221532
"607" 560260.053 1757800.089 1 48.8801501189057
"608" 560770.053 1757800.089 1 187.389411630507
"609" 561280.053 1757800.089 1 40.379109265888
"610" 561790.053 1757800.089 1 -69.3349846712406
"611" 562300.053 1757800.089 1 -247.250867321422
"612" 562810.053 1757800.089 1 -51.0845474338929
"613" 563320.053 1757800.089 0 145.643723644076
"614" 563830.053 1757800.089 0 110.167716447037
"615" 564340.053 1757800.089 1 -28.0552329131347
"616" 564850.053 1757800.089 1 139.266665480842
"617" 565360.053 1757800.089 1 184.292588415847
"618" 565870.053 1757800.089 1 473.609141465279
"619" 566380.053 1757800.089 1 279.279018827779
"620" 566890.053 1757800.089 1 21.595310937155
"621" 567400.053 1757800.089 1 116.763240428729
"622" 567910.053 1757800.089 1 49.1842925441229
"623" 568420.053 1757800.089 1 61.0381617836103
"624" 568930.053 1757800.089 1 115.876244854052
"625" 569440.053 1757800.089 1 107.245096693806
"626" 569950.053 1757800.089 1 -197.693237425140
"627" 570460.053 1757800.089 1 104.335706745455
"628" 570970.053 1757800.089 1 46.5823719427171
"629" 571480.053 1757800.089 1 267.176944572909
"630" 550570.053 1758310.089 3 174.303835187245
"631" 551080.053 1758310.089 1 207.558627785749
"632" 551590.053 1758310.089 1 235.334771827698
"633" 552100.053 1758310.089 3 323.112828901473
"634" 552610.053 1758310.089 1 440.691158219880
"635" 553120.053 1758310.089 1 639.71240234375
"636" 555160.053 1758310.089 1 548.368906121506
"637" 556180.053 1758310.089 1 79.2154980407047
"638" 556690.053 1758310.089 1 -141.790690651408
"639" 557200.053 1758310.089 1 -287.241942698985
"640" 557710.053 1758310.089 1 -142.033861855329
"641" 558220.053 1758310.089 1 -121.354068709499
"642" 558730.053 1758310.089 1 182.786492312647
"643" 559240.053 1758310.089 0 135.664218438117
"644" 559750.053 1758310.089 0 383.478380394633
"645" 560260.053 1758310.089 1 191.172379684067
"646" 560770.053 1758310.089 1 -105.908263059024
"647" 561280.053 1758310.089 1 1.70961029331909
"648" 561790.053 1758310.089 1 -51.7532810310308
"649" 562300.053 1758310.089 1 -116.262173130857
"650" 562810.053 1758310.089 1 1.29003894307652
"651" 563320.053 1758310.089 1 176.263231640035
"652" 563830.053 1758310.089 1 417.615819106042
"653" 564340.053 1758310.089 1 290.962977237346
"654" 564850.053 1758310.089 1 452.648775986722
"655" 565360.053 1758310.089 1 413.128216464205
"656" 565870.053 1758310.089 1 587.823898262619
"657" 566380.053 1758310.089 1 554.590030409462
"658" 566890.053 1758310.089 1 486.448908840486
"659" 567400.053 1758310.089 1 344.184534623128
"660" 567910.053 1758310.089 1 169.585595120977
"661" 568420.053 1758310.089 1 154.532003835183
"662" 568930.053 1758310.089 0 310.864266531809
"663" 569440.053 1758310.089 0 681.714880371095
"664" 569950.053 1758310.089 1 345.378705671513
"665" 570460.053 1758310.089 1 411.751560267065
"666" 570970.053 1758310.089 1 271.513102641145
"667" 571480.053 1758310.089 1 157.074953946061
"668" 571990.053 1758310.089 1 122.499615651720
"669" 550570.053 1758820.089 3 342.776802062988
"670" 551080.053 1758820.089 1 567.67134312221
"671" 551590.053 1758820.089 1 364.101051508825
"672" 552100.053 1758820.089 3 109.869794768714
"673" 552610.053 1758820.089 3 255.019027074178
"674" 556180.053 1758820.089 1 25.463627742354
"675" 556690.053 1758820.089 1 129.966896338084
"676" 557200.053 1758820.089 1 -148.568742704233
"677" 557710.053 1758820.089 1 118.109730060116
"678" 558220.053 1758820.089 3 324.539381249131
"679" 558730.053 1758820.089 1 93.564880050995
"680" 559240.053 1758820.089 0 143.890891416666
"681" 559750.053 1758820.089 1 273.141533168533
"682" 560260.053 1758820.089 1 274.36222786886
"683" 560770.053 1758820.089 1 -24.2636985844885
"684" 561280.053 1758820.089 1 -49.2323836567766
"685" 561790.053 1758820.089 1 -79.8684386353254
"686" 562300.053 1758820.089 1 45.6006036399165
"687" 562810.053 1758820.089 1 159.319423866305
"688" 563320.053 1758820.089 1 75.2847552324167
"689" 563830.053 1758820.089 0 343.806435030627
"690" 564340.053 1758820.089 1 321.013280262987
"691" 564850.053 1758820.089 4 379.626376165231
"692" 565360.053 1758820.089 1 571.973620827211
"693" 565870.053 1758820.089 1 591.562949104693
"694" 566380.053 1758820.089 1 538.911325289704
"695" 566890.053 1758820.089 1 525.873680009139
"696" 567400.053 1758820.089 1 317.719880430747
"697" 567910.053 1758820.089 1 358.175468200854
"698" 568420.053 1758820.089 1 263.140486011506
"699" 570460.053 1758820.089 1 494.762364578248
"700" 570970.053 1758820.089 1 328.055989643751
"701" 571480.053 1758820.089 1 244.151709011137
"702" 571990.053 1758820.089 1 179.049590343353
"703" 572500.053 1758820.089 1 73.4228354486931
"704" 551590.053 1759330.089 1 497.69950727983
"705" 552100.053 1759330.089 1 438.783296646611
"706" 555670.053 1759330.089 3 238.820172327690
"707" 556180.053 1759330.089 1 51.4340508449463
"708" 556690.053 1759330.089 1 47.3851395625757
"709" 557200.053 1759330.089 3 -95.5999909288255
"710" 557710.053 1759330.089 3 489.287274232551
"711" 558220.053 1759330.089 3 395.93391936166
"712" 558730.053 1759330.089 1 246.893730401987
"713" 559240.053 1759330.089 1 178.105066655304
"714" 559750.053 1759330.089 0 209.786398294673
"715" 560260.053 1759330.089 1 194.015821424246
"716" 560770.053 1759330.089 1 58.1773167630599
"717" 561280.053 1759330.089 1 253.452017267467
"718" 561790.053 1759330.089 1 168.774361328777
"719" 562300.053 1759330.089 1 110.383983927504
"720" 562810.053 1759330.089 1 323.438194876302
"721" 563320.053 1759330.089 1 40.7745420439767
"722" 563830.053 1759330.089 1 -11.8508466100684
"723" 564340.053 1759330.089 1 228.262176294219
"724" 564850.053 1759330.089 1 261.725955131547
"725" 565360.053 1759330.089 1 475.090408028193
"726" 565870.053 1759330.089 1 556.404877628824
"727" 566380.053 1759330.089 1 548.538782984316
"728" 566890.053 1759330.089 1 442.12610906547
"729" 567400.053 1759330.089 1 42.936152973278
"730" 567910.053 1759330.089 1 362.652703787687
"731" 568420.053 1759330.089 1 357.831475502109
"732" 571480.053 1759330.089 1 495.541069030762
"733" 571990.053 1759330.089 1 360.181615413182
"734" 572500.053 1759330.089 1 315.970033258200
"735" 555670.053 1759840.089 1 402.748249543020
"736" 556180.053 1759840.089 3 289.913768746637
"737" 556690.053 1759840.089 1 272.708805642230
"738" 557200.053 1759840.089 3 246.256921187692
"739" 557710.053 1759840.089 1 512.572825113932
"740" 558730.053 1759840.089 1 356.851247941295
"741" 559240.053 1759840.089 1 221.463367772724
"742" 559750.053 1759840.089 1 244.805308526489
"743" 560260.053 1759840.089 1 215.364786792404
"744" 560770.053 1759840.089 0 347.04586224258
"745" 561280.053 1759840.089 1 162.122794505626
"746" 561790.053 1759840.089 1 184.057559539694
"747" 562300.053 1759840.089 1 -125.134764908823
"748" 562810.053 1759840.089 1 23.1944134437431
"749" 563320.053 1759840.089 1 -12.7530054188185
"750" 563830.053 1759840.089 1 -132.391307073075
"751" 564340.053 1759840.089 1 -60.2790162059641
"752" 564850.053 1759840.089 1 117.602414225205
"753" 565360.053 1759840.089 1 -219.206372323751
"754" 565870.053 1759840.089 1 367.558153977435
"755" 566380.053 1759840.089 1 540.960342460014
"756" 566890.053 1759840.089 1 379.924218471479
"757" 567400.053 1759840.089 1 348.487520587711
"758" 567910.053 1759840.089 1 347.812669181824
"759" 559240.053 1760350.089 1 487.598114013672
"760" 559750.053 1760350.089 0 190.402542114258
"761" 560260.053 1760350.089 1 595.279922485352
"762" 560770.053 1760350.089 1 99.4264942140733
"763" 561280.053 1760350.089 1 -6.33764711806816
"764" 561790.053 1760350.089 1 70.4335240822688
"765" 562300.053 1760350.089 1 -223.454465826908
"766" 562810.053 1760350.089 1 -13.8527616151131
"767" 563320.053 1760350.089 1 20.5140530588646
"768" 563830.053 1760350.089 1 -76.9687869722105
"769" 564340.053 1760350.089 1 -186.79897758458
"770" 564850.053 1760350.089 1 -54.9956695069354
"771" 565360.053 1760350.089 1 125.311249238800
"772" 565870.053 1760350.089 1 177.041017477892
"773" 566380.053 1760350.089 1 52.6322154058223
"774" 566890.053 1760350.089 1 -306.320529729133
"775" 567400.053 1760350.089 1 -190.945988380547
"776" 560770.053 1760860.089 0 505.841150871544
"777" 561280.053 1760860.089 1 31.6889424351339
"778" 561790.053 1760860.089 1 -268.039081727556
"779" 562300.053 1760860.089 1 -68.7735358712856
"780" 562810.053 1760860.089 1 -108.708185367525
"781" 563320.053 1760860.089 1 40.8320379785116
"782" 563830.053 1760860.089 1 -60.9025879071311
"783" 564340.053 1760860.089 1 -121.237165156539
"784" 564850.053 1760860.089 1 -221.003834575936
"785" 565360.053 1760860.089 1 -80.817724347534
"786" 565870.053 1760860.089 1 -102.881574841938
"787" 566380.053 1760860.089 1 -260.528457896525
"788" 566890.053 1760860.089 0 11.7949898233388
"789" 567400.053 1760860.089 1 283.062123640529
"790" 561280.053 1761370.089 1 383.780952809932
"791" 561790.053 1761370.089 1 77.4968351080145
"792" 562300.053 1761370.089 1 61.5268699734913
"793" 562810.053 1761370.089 1 -109.995710250581
"794" 563320.053 1761370.089 1 -256.777117994836
"795" 563830.053 1761370.089 1 -293.235432476325
"796" 564340.053 1761370.089 1 -124.219301081556
"797" 564850.053 1761370.089 1 -170.012665202467
"798" 565360.053 1761370.089 1 10.6956527249555
"799" 565870.053 1761370.089 1 -157.498014651374
"800" 566380.053 1761370.089 1 157.117738980316
"801" 566890.053 1761370.089 1 381.350202213739
"802" 561790.053 1761880.089 1 380.110223697369
"803" 562300.053 1761880.089 0 370.434600334168
"804" 562810.053 1761880.089 1 22.317399264399
"805" 563320.053 1761880.089 1 -342.493918606984
"806" 563830.053 1761880.089 1 -252.222241853765
"807" 564340.053 1761880.089 1 -171.640035549255
"808" 564850.053 1761880.089 1 -331.23337244823
"809" 565360.053 1761880.089 1 -221.971352882458
"810" 565870.053 1761880.089 1 -124.296031421037
"811" 566380.053 1761880.089 1 53.8708248823082
"812" 566890.053 1761880.089 1 166.540547755831
"813" 567400.053 1761880.089 1 253.074258089066
"814" 562810.053 1762390.089 1 291.024350493946
"815" 563320.053 1762390.089 1 -45.0944789187835
"816" 563830.053 1762390.089 1 14.5813163958936
"817" 564340.053 1762390.089 1 -86.8421547641648
"818" 564850.053 1762390.089 1 -314.262288657031
"819" 565360.053 1762390.089 1 -42.3142305229012
"820" 565870.053 1762390.089 1 -243.675760947303
"821" 566380.053 1762390.089 1 24.3884294559725
"822" 566890.053 1762390.089 1 140.061679743001
"823" 562810.053 1762900.089 1 544.469116210938
"824" 563320.053 1762900.089 1 442.222639507718
"825" 563830.053 1762900.089 1 410.149232652452
"826" 564340.053 1762900.089 1 383.583797386715
"827" 564850.053 1762900.089 1 -99.2720898169482
"828" 565360.053 1762900.089 1 -219.903934652011
"829" 565870.053 1762900.089 1 -82.6577166389079
"830" 566380.053 1762900.089 1 69.2261683962372
"831" 566890.053 1762900.089 1 509.100356038412
"832" 564850.053 1763410.089 1 477.368551956981
"833" 565360.053 1763410.089 1 -12.4036541468435
"834" 565870.053 1763410.089 1 -53.1453567414014
"835" 566380.053 1763410.089 1 513.585418701172
