"SHIP","CRUISE","DATEUTC","TIMEUTC","STATION","CAST","LONGDEG","LONGMIN","LONGHEM","LATDEG","LATMIN","LATHEM","LONGITUDE","LATITUDE","WATERDEPTH","SAMPLEDEPT","OXMGL","LEG","DATE"
"OREGON II",299,"10JUL2012","14:17:21",247,1,83,37.35,"W",28,51.3,"N",-83.6225,28.855,23.5,21,6.21396,3,2012-07-10
"OREGON II",299,"10JUL2012","16:43:07",248,1,83,29.93,"W",28,59.73,"N",-83.498833,28.9955,18,15,6.34559,3,2012-07-10
"OREGON II",299,"10JUL2012","19:34:34",249,1,83,21.63,"W",28,43.39,"N",-83.3605,28.723167,18.4,18,6.06853,3,2012-07-10
"OREGON II",299,"10JUL2012","21:21:14",250,1,83,17.98,"W",28,55.04,"N",-83.299667,28.917333,13,11,6.42848,3,2012-07-10
"OREGON II",299,"11JUL2012","00:45:57",251,1,83,5.65,"W",28,30,"N",-83.094167,28.5,12,10,6.38225,3,2012-07-11
"OREGON II",299,"11JUL2012","03:41:19",252,1,83,13.89,"W",28,22.99,"N",-83.2315,28.383167,18.4,18,6.4926,3,2012-07-11
"OREGON II",299,"11JUL2012","05:46:44",253,1,83,30.01,"W",28,29.85,"N",-83.500167,28.4975,23.3,22,6.38536,3,2012-07-11
"OREGON II",299,"11JUL2012","08:34:47",254,1,83,33.78,"W",28,11.87,"N",-83.563,28.197833,27.8,26,6.13811,3,2012-07-11
"OREGON II",299,"11JUL2012","10:49:09",255,1,83,50.9,"W",28,7.79,"N",-83.848333,28.129833,39.7,38,6.04371,3,2012-07-11
"OREGON II",299,"11JUL2012","12:32:04",256,1,84,1.49,"W",28,5.75,"N",-84.024833,28.095833,42.9,42,6.44029,3,2012-07-11
"OREGON II",299,"11JUL2012","16:58:33",257,1,84,29.96,"W",27,59.89,"N",-84.499333,27.998167,76.9,74,6.15512,3,2012-07-11
"OREGON II",299,"11JUL2012","18:57:17",258,1,84,16.08,"W",27,58.85,"N",-84.268,27.980833,60.6,60,6.76226,3,2012-07-11
"OREGON II",299,"11JUL2012","21:37:50",259,1,83,59.96,"W",27,59.93,"N",-83.999333,27.998833,48,44,6.53863,3,2012-07-11
"OREGON II",299,"12JUL2012","00:17:47",260,1,83,42.74,"W",27,57.32,"N",-83.712333,27.955333,38.5,36,6.11654,3,2012-07-12
"OREGON II",299,"12JUL2012","00:56:38",261,1,83,39.68,"W",27,57.39,"N",-83.661333,27.9565,37,35,6.04272,3,2012-07-12
"OREGON II",299,"12JUL2012","01:35:01",262,1,83,39.23,"W",27,56.17,"N",-83.653833,27.936167,36,35,5.98355,3,2012-07-12
"OREGON II",299,"12JUL2012","02:44:49",263,1,83,31.6,"W",27,58.64,"N",-83.526667,27.977333,32,30,5.92863,3,2012-07-12
"OREGON II",299,"12JUL2012","05:54:03",264,1,83,17.85,"W",28,0.58,"N",-83.2975,28.009667,25.1,23,6.32598,3,2012-07-12
"OREGON II",299,"12JUL2012","07:56:02",265,1,83,14.9,"W",28,7.53,"N",-83.248333,28.1255,21.5,21,6.35619,3,2012-07-12
"OREGON II",299,"12JUL2012","10:35:11",266,1,83,2.92,"W",27,59.92,"N",-83.048667,27.998667,15.8,13,5.60981,3,2012-07-12
"OREGON II",299,"12JUL2012","15:13:39",267,1,82,59.89,"W",27,27.49,"N",-82.998167,27.458167,18.8,17,5.67011,3,2012-07-12
"OREGON II",299,"12JUL2012","18:39:20",268,1,82,52.25,"W",27,12.82,"N",-82.870833,27.213667,21.1,19,5.44728,3,2012-07-12
"OREGON II",299,"12JUL2012","23:10:37",269,1,83,29.95,"W",27,29.96,"N",-83.499167,27.499333,42,41,5.41909,3,2012-07-12
"OREGON II",299,"13JUL2012","02:24:29",270,1,83,59.87,"W",27,29.96,"N",-83.997833,27.499333,60,60,6.34243,3,2012-07-13
"OREGON II",299,"13JUL2012","05:21:43",271,1,83,46.53,"W",27,6.96,"N",-83.7755,27.116,56.3,54,6.86793,3,2012-07-13
"OREGON II",299,"13JUL2012","08:21:36",272,1,83,29.96,"W",26,59.98,"N",-83.499333,26.999667,52.3,52,6.65354,3,2012-07-13
"OREGON II",299,"13JUL2012","10:32:41",273,1,83,14.08,"W",26,54.96,"N",-83.234667,26.916,44.1,43,6.15151,3,2012-07-13
"OREGON II",299,"13JUL2012","14:45:21",274,1,83,37.79,"W",26,38.04,"N",-83.629833,26.634,64.1,62,6.26071,3,2012-07-13
"OREGON II",299,"13JUL2012","16:43:44",275,1,83,37.23,"W",26,34.43,"N",-83.6205,26.573833,63.1,63,6.43366,3,2012-07-13
"OREGON II",299,"13JUL2012","18:28:05",276,1,83,39.82,"W",26,31.03,"N",-83.663667,26.517167,65.2,66,6.18177,3,2012-07-13
"OREGON II",299,"13JUL2012","20:36:29",277,1,83,30.08,"W",26,30,"N",-83.501333,26.5,59,57,6.61689,3,2012-07-13
"OREGON II",299,"13JUL2012","23:06:34",278,1,83,29.64,"W",26,12.01,"N",-83.494,26.200167,64,61,6.3149,3,2012-07-13
"OREGON II",299,"14JUL2012","01:25:48",279,1,83,30.71,"W",25,56.82,"N",-83.511833,25.947,66,65,6.08448,3,2012-07-14
"OREGON II",299,"14JUL2012","05:34:06",280,1,83,29.31,"W",25,37.5,"N",-83.4885,25.625,69,66,5.52172,3,2012-07-14
"OREGON II",299,"14JUL2012","08:04:53",281,1,83,29.3,"W",25,28.19,"N",-83.488333,25.469833,70.5,68,5.33669,3,2012-07-14
"OREGON II",299,"14JUL2012","13:38:02",282,1,83,10.32,"W",25,1.3,"N",-83.172,25.021667,59.9,61,6.39453,3,2012-07-14
"OREGON II",299,"14JUL2012","17:38:49",283,1,83,7.01,"W",25,25.01,"N",-83.116833,25.416833,56.7,55,6.57175,3,2012-07-14
"OREGON II",299,"14JUL2012","19:22:32",284,1,83,0.04,"W",25,29.81,"N",-83.000667,25.496833,52,51,6.54023,3,2012-07-14
"OREGON II",299,"15JUL2012","00:35:55",285,1,82,14.68,"W",25,45.93,"N",-82.244667,25.7655,24,22,5.63723,3,2012-07-15
"OREGON II",299,"15JUL2012","03:16:03",286,1,82,7.62,"W",25,49.39,"N",-82.127,25.823167,19.9,19,4.96212,3,2012-07-15
"OREGON II",299,"15JUL2012","05:45:18",287,1,82,23.6,"W",25,55.06,"N",-82.393333,25.917667,26.9,23,6.12934,3,2012-07-15
"OREGON II",299,"15JUL2012","07:49:40",288,1,82,26.5,"W",26,0.92,"N",-82.441667,26.015333,25.2,23,6.10688,3,2012-07-15
"OREGON II",299,"15JUL2012","12:16:09",289,1,82,59.95,"W",25,59.85,"N",-82.999167,25.9975,45.5,44,6.65784,3,2012-07-15
"OREGON II",299,"15JUL2012","16:35:30",290,1,83,0.28,"W",26,29.85,"N",-83.004667,26.4975,39.3,39,6.18791,3,2012-07-15
