# RD,Action Code,State Code,County Code,Site ID,Parameter,POC,Sample Duration,Unit,Method,Date,Start Time,Sample Value,Null Data Code,Sampling Frequency
RD,I,29,99,15,12128,1,7,1,113,20080603,0:00,0.387,,1
RD,I,29,99,15,12128,1,7,1,113,20080604,0:00,1.674,,1
RD,I,29,99,15,12128,1,7,1,113,20080605,0:00,0.417,,1
RD,I,29,99,15,12128,1,7,1,113,20080606,0:00,0.876,,1
RD,I,29,99,15,12128,1,7,1,113,20080607,0:00,0.687,,1
RD,I,29,99,15,12128,1,7,1,113,20080608,0:00,0.944,,1
RD,I,29,99,15,12128,1,7,1,113,20080609,0:00,0.02,,1
RD,I,29,99,15,12128,1,7,1,113,20080610,0:00,0.927,,1
RD,I,29,99,15,12128,1,7,1,113,20080611,0:00,1.512,,1
RD,I,29,99,15,12128,1,7,1,113,20080612,0:00,2.753,,1
RD,I,29,99,15,12128,1,7,1,113,20080613,0:00,0.808,,1
RD,I,29,99,15,12128,1,7,1,113,20080614,0:00,0.566,,1
RD,I,29,99,15,12128,1,7,1,113,20080615,0:00,1.03,,1
RD,I,29,99,15,12128,1,7,1,113,20080616,0:00,0.873,,1
RD,I,29,99,15,12128,1,7,1,113,20080617,0:00,0.014,,1
RD,I,29,99,15,12128,1,7,1,113,20080618,0:00,0.004,,1
RD,I,29,99,15,12128,1,7,1,113,20080619,0:00,0.018,,1
RD,I,29,99,15,12128,1,7,1,113,20080620,0:00,1.314,,1
RD,I,29,99,15,12128,1,7,1,113,20080621,0:00,0.081,,1
RD,I,29,99,15,12128,1,7,1,113,20080622,0:00,0.09,,1
RD,I,29,99,15,12128,1,7,1,113,20080623,0:00,0.076,,1
RD,I,29,99,15,12128,1,7,1,113,20080624,0:00,1.161,,1
RD,I,29,99,15,12128,1,7,1,113,20080625,0:00,0.475,,1
RD,I,29,99,15,12128,1,7,1,113,20080626,0:00,0.169,,1
RD,I,29,99,15,12128,1,7,1,113,20080627,0:00,0.262,,1
RD,I,29,99,15,12128,1,7,1,113,20080628,0:00,0.048,,1
RD,I,29,99,15,12128,1,7,1,113,20080629,0:00,0.011,,1
RD,I,29,99,15,12128,1,7,1,113,20080630,0:00,0.122,,1
RD,I,29,99,15,12128,1,7,1,113,20080701,0:00,0.014,,1
RD,I,29,99,15,12128,1,7,1,113,20080702,0:00,0.318,,1
RD,I,29,99,15,12128,1,7,1,113,20080703,0:00,0.058,,1
RD,I,29,99,15,12128,1,7,1,113,20080704,0:00,0.074,,1
RD,I,29,99,15,12128,1,7,1,113,20080705,0:00,0.767,,1
RD,I,29,99,15,12128,1,7,1,113,20080706,0:00,0.705,,1
RD,I,29,99,15,12128,1,7,1,113,20080707,0:00,0.701,,1
RD,I,29,99,15,12128,1,7,1,113,20080708,0:00,0.232,,1
RD,I,29,99,15,12128,1,7,1,113,20080709,0:00,0.483,,1
RD,I,29,99,15,12128,1,7,1,113,20080710,0:00,0.963,,1
RD,I,29,99,15,12128,1,7,1,113,20080711,0:00,0.837,,1
RD,I,29,99,15,12128,1,7,1,113,20080712,0:00,0.105,,1
RD,I,29,99,15,12128,1,7,1,113,20080713,0:00,0.011,,1
RD,I,29,99,15,12128,1,7,1,113,20080714,0:00,0.001,,1
RD,I,29,99,15,12128,1,7,1,113,20080715,0:00,0.275,,1
RD,I,29,99,15,12128,1,7,1,113,20080716,0:00,1.491,,1
RD,I,29,99,15,12128,1,7,1,113,20080717,0:00,2.583,,1
RD,I,29,99,15,12128,1,7,1,113,20080718,0:00,0.475,,1
RD,I,29,99,15,12128,1,7,1,113,20080719,0:00,0.085,,1
RD,I,29,99,15,12128,1,7,1,113,20080720,0:00,0.026,,1
RD,I,29,99,15,12128,1,7,1,113,20080721,0:00,0.379,,1
RD,I,29,99,15,12128,1,7,1,113,20080722,0:00,1.243,,1
RD,I,29,99,15,12128,1,7,1,113,20080723,0:00,1.76,,1
RD,I,29,99,15,12128,1,7,1,113,20080724,0:00,4.149,,1
RD,I,29,99,15,12128,1,7,1,113,20080725,0:00,1.738,,1
RD,I,29,99,15,12128,1,7,1,113,20080726,0:00,0.589,,1
RD,I,29,99,15,12128,1,7,1,113,20080727,0:00,2.35,,1
RD,I,29,99,15,12128,1,7,1,113,20080728,0:00,1.042,,1
RD,I,29,99,15,12128,1,7,1,113,20080729,0:00,0.896,,1
RD,I,29,99,15,12128,1,7,1,113,20080730,0:00,4.301,,1
RD,I,29,99,15,12128,1,7,1,113,20080731,0:00,0.948,,1
RD,I,29,99,15,12128,1,7,1,113,20080801,0:00,0.157,,1
RD,I,29,99,15,12128,1,7,1,113,20080802,0:00,0.287,,1
RD,I,29,99,15,12128,1,7,1,113,20080803,0:00,2.47,,1
RD,I,29,99,15,12128,1,7,1,113,20080804,0:00,1.053,,1
RD,I,29,99,15,12128,1,7,1,113,20080805,0:00,1.825,,1
RD,I,29,99,15,12128,1,7,1,113,20080806,0:00,0.147,,1
RD,I,29,99,15,12128,1,7,1,113,20080807,0:00,0.02,,1
RD,I,29,99,15,12128,1,7,1,113,20080808,0:00,0.094,,1
RD,I,29,99,15,12128,1,7,1,113,20080809,0:00,0.498,,1
RD,I,29,99,15,12128,1,7,1,113,20080810,0:00,0.516,,1
RD,I,29,99,15,12128,1,7,1,113,20080811,0:00,3.5,,1
RD,I,29,99,15,12128,1,7,1,113,20080812,0:00,3.275,,1
RD,I,29,99,15,12128,1,7,1,113,20080813,0:00,0.869,,1
RD,I,29,99,15,12128,1,7,1,113,20080814,0:00,0.365,,1
RD,I,29,99,15,12128,1,7,1,113,20080815,0:00,1.243,,1
RD,I,29,99,15,12128,1,7,1,113,20080816,0:00,0.783,,1
RD,I,29,99,15,12128,1,7,1,113,20080817,0:00,0.386,,1
RD,I,29,99,15,12128,1,7,1,113,20080818,0:00,0.854,,1
RD,I,29,99,15,12128,1,7,1,113,20080819,0:00,1.02,,1
RD,I,29,99,15,12128,1,7,1,113,20080820,0:00,1.484,,1
RD,I,29,99,15,12128,1,7,1,113,20080821,0:00,2.255,,1
RD,I,29,99,15,12128,1,7,1,113,20080822,0:00,1.851,,1
RD,I,29,99,15,12128,1,7,1,113,20080823,0:00,0.877,,1
RD,I,29,99,15,12128,1,7,1,113,20080824,0:00,0.168,,1
RD,I,29,99,15,12128,1,7,1,113,20080825,0:00,0.179,,1
RD,I,29,99,15,12128,1,7,1,113,20080826,0:00,0.251,,1
RD,I,29,99,15,12128,1,7,1,113,20080827,0:00,0.365,,1
RD,I,29,99,15,12128,1,7,1,113,20080828,0:00,2.012,,1
RD,I,29,99,15,12128,1,7,1,113,20080829,0:00,0.323,,1
RD,I,29,99,15,12128,1,7,1,113,20080830,0:00,2.852,,1
RD,I,29,99,15,12128,1,7,1,113,20080831,0:00,4.018,,1
RD,I,29,99,15,12128,1,7,1,113,20080901,0:00,4.037,,1
RD,I,29,99,15,12128,1,7,1,113,20080902,0:00,2.921,,1
RD,I,29,99,15,12128,1,7,1,113,20080903,0:00,0.759,,1
RD,I,29,99,15,12128,1,7,1,113,20080904,0:00,2.652,,1
RD,I,29,99,15,12128,1,7,1,113,20080905,0:00,0.008,,1
RD,I,29,99,15,12128,1,7,1,113,20080906,0:00,0.451,,1
RD,I,29,99,15,12128,1,7,1,113,20080907,0:00,0.774,,1
RD,I,29,99,15,12128,1,7,1,113,20080908,0:00,1.206,,1
RD,I,29,99,15,12128,1,7,1,113,20080909,0:00,0.715,,1
RD,I,29,99,15,12128,1,7,1,113,20080915,0:00,0.001,,6
RD,I,29,99,15,12128,1,7,1,113,20080921,0:00,3.061,,6
RD,I,29,99,15,12128,1,7,1,113,20080927,0:00,0.007,,6
RD,I,29,99,15,12128,1,7,1,113,20081003,0:00,0.01,,6
RD,I,29,99,15,12128,1,7,1,113,20081009,0:00,0.626,,6
RD,I,29,99,15,12128,1,7,1,113,20081015,0:00,,AL,6
RD,I,29,99,15,12128,1,7,1,113,20081021,0:00,4.909,,6
RD,I,29,99,15,12128,1,7,1,113,20081027,0:00,0.007,,6
RD,I,29,99,15,12128,1,7,1,113,20081102,0:00,0.863,,6
RD,I,29,99,15,12128,1,7,1,113,20081108,0:00,0.04,,6
RD,I,29,99,15,12128,1,7,1,113,20081114,0:00,0.024,,6
RD,I,29,99,15,12128,1,7,1,113,20081120,0:00,0.016,,6
RD,I,29,99,15,12128,1,7,1,113,20081126,0:00,5.738,,6
RD,I,29,99,15,12128,1,7,1,113,20081202,0:00,0.296,,6
RD,I,29,99,15,12128,1,7,1,113,20081208,0:00,1.565,,6
RD,I,29,99,15,12128,1,7,1,113,20081214,0:00,0.269,,6
RD,I,29,99,15,12128,1,7,1,113,20081220,0:00,0.351,,6
RD,I,29,99,15,12128,1,7,1,113,20081226,0:00,0.267,,6
RD,I,29,99,15,12128,2,7,1,85,20080101,0:00,0.075,,1
RD,I,29,99,15,12128,2,7,1,85,20080102,0:00,0.108,,1
RD,I,29,99,15,12128,2,7,1,85,20080103,0:00,2.612,,1
RD,I,29,99,15,12128,2,7,1,85,20080104,0:00,0.575,,1
RD,I,29,99,15,12128,2,7,1,85,20080105,0:00,0.129,,1
RD,I,29,99,15,12128,2,7,1,85,20080106,0:00,0.202,,1
RD,I,29,99,15,12128,2,7,1,85,20080107,0:00,0.311,,1
RD,I,29,99,15,12128,2,7,1,85,20080108,0:00,0.258,,1
RD,I,29,99,15,12128,2,7,1,85,20080109,0:00,4.291,,1
RD,I,29,99,15,12128,2,7,1,85,20080110,0:00,4.621,,1
RD,I,29,99,15,12128,2,7,1,85,20080111,0:00,3.527,,1
RD,I,29,99,15,12128,2,7,1,85,20080112,0:00,1.6,,1
RD,I,29,99,15,12128,2,7,1,85,20080113,0:00,0.054,,1
RD,I,29,99,15,12128,2,7,1,85,20080114,0:00,0.037,,1
RD,I,29,99,15,12128,2,7,1,85,20080115,0:00,2.692,,1
RD,I,29,99,15,12128,2,7,1,85,20080116,0:00,2.94,,1
RD,I,29,99,15,12128,2,7,1,85,20080117,0:00,0.39,,1
RD,I,29,99,15,12128,2,7,1,85,20080118,0:00,0.083,,1
RD,I,29,99,15,12128,2,7,1,85,20080119,0:00,0.106,,1
RD,I,29,99,15,12128,2,7,1,85,20080120,0:00,6.418,,1
RD,I,29,99,15,12128,2,7,1,85,20080121,0:00,5.442,,1
RD,I,29,99,15,12128,2,7,1,85,20080122,0:00,0.091,,1
RD,I,29,99,15,12128,2,7,1,85,20080123,0:00,0.105,,1
RD,I,29,99,15,12128,2,7,1,85,20080124,0:00,3.001,,1
RD,I,29,99,15,12128,2,7,1,85,20080125,0:00,8.512,,1
RD,I,29,99,15,12128,2,7,1,85,20080126,0:00,0.109,,1
RD,I,29,99,15,12128,2,7,1,85,20080127,0:00,4.466,,1
RD,I,29,99,15,12128,2,7,1,85,20080128,0:00,2.011,,1
RD,I,29,99,15,12128,2,7,1,85,20080129,0:00,0.483,,1
RD,I,29,99,15,12128,2,7,1,85,20080130,0:00,10.723,,1
RD,I,29,99,15,12128,2,7,1,85,20080131,0:00,8.32,,1
RD,I,29,99,15,12128,2,7,1,85,20080201,0:00,1.794,,1
RD,I,29,99,15,12128,2,7,1,85,20080202,0:00,0.707,,1
RD,I,29,99,15,12128,2,7,1,85,20080203,0:00,4.685,,1
RD,I,29,99,15,12128,2,7,1,85,20080204,0:00,5.007,,1
RD,I,29,99,15,12128,2,7,1,85,20080205,0:00,5.721,,1
RD,I,29,99,15,12128,2,7,1,85,20080206,0:00,4.855,,1
RD,I,29,99,15,12128,2,7,1,85,20080207,0:00,0.866,,1
RD,I,29,99,15,12128,2,7,1,85,20080208,0:00,1.16,,1
RD,I,29,99,15,12128,2,7,1,85,20080209,0:00,0.082,,1
RD,I,29,99,15,12128,2,7,1,85,20080210,0:00,0.256,,1
RD,I,29,99,15,12128,2,7,1,85,20080211,0:00,20.619,,1
RD,I,29,99,15,12128,2,7,1,85,20080212,0:00,0.276,,1
RD,I,29,99,15,12128,2,7,1,85,20080213,0:00,1.549,,1
RD,I,29,99,15,12128,2,7,1,85,20080214,0:00,5.175,,1
RD,I,29,99,15,12128,2,7,1,85,20080215,0:00,0.364,,1
RD,I,29,99,15,12128,2,7,1,85,20080216,0:00,4.777,,1
RD,I,29,99,15,12128,2,7,1,85,20080217,0:00,1.351,,1
RD,I,29,99,15,12128,2,7,1,85,20080218,0:00,0.072,,1
RD,I,29,99,15,12128,2,7,1,85,20080219,0:00,2.646,,1
RD,I,29,99,15,12128,2,7,1,85,20080220,0:00,1.044,,1
RD,I,29,99,15,12128,2,7,1,85,20080221,0:00,10.489,,1
RD,I,29,99,15,12128,2,7,1,85,20080222,0:00,0.076,,1
RD,I,29,99,15,12128,2,7,1,85,20080223,0:00,1.917,,1
RD,I,29,99,15,12128,2,7,1,85,20080224,0:00,4.709,,1
RD,I,29,99,15,12128,2,7,1,85,20080225,0:00,4.106,,1
RD,I,29,99,15,12128,2,7,1,85,20080226,0:00,0.293,,1
RD,I,29,99,15,12128,2,7,1,85,20080227,0:00,0.136,,1
RD,I,29,99,15,12128,2,7,1,85,20080228,0:00,10.179,,1
RD,I,29,99,15,12128,2,7,1,85,20080229,0:00,,AL,1
RD,I,29,99,15,12128,2,7,1,85,20080301,0:00,3.656,,1
RD,I,29,99,15,12128,2,7,1,85,20080302,0:00,4.334,,1
RD,I,29,99,15,12128,2,7,1,85,20080303,0:00,0.138,,1
RD,I,29,99,15,12128,2,7,1,85,20080304,0:00,0.276,,1
RD,I,29,99,15,12128,2,7,1,85,20080305,0:00,2.32,,1
RD,I,29,99,15,12128,2,7,1,85,20080306,0:00,0.2,,1
RD,I,29,99,15,12128,2,7,1,85,20080307,0:00,0.074,,1
RD,I,29,99,15,12128,2,7,1,85,20080308,0:00,1.621,,1
RD,I,29,99,15,12128,2,7,1,85,20080309,0:00,1.302,,1
RD,I,29,99,15,12128,2,7,1,85,20080310,0:00,0.512,,1
RD,I,29,99,15,12128,2,7,1,85,20080311,0:00,0.052,,1
RD,I,29,99,15,12128,2,7,1,85,20080312,0:00,3.879,,1
RD,I,29,99,15,12128,2,7,1,85,20080313,0:00,0.524,,1
RD,I,29,99,15,12128,2,7,1,85,20080314,0:00,5.799,,1
RD,I,29,99,15,12128,2,7,1,85,20080315,0:00,0.951,,1
RD,I,29,99,15,12128,2,7,1,85,20080316,0:00,8.487,,1
RD,I,29,99,15,12128,2,7,1,85,20080317,0:00,7.408,,1
RD,I,29,99,15,12128,2,7,1,85,20080318,0:00,2.936,,1
RD,I,29,99,15,12128,2,7,1,85,20080319,0:00,0.042,,1
RD,I,29,99,15,12128,2,7,1,85,20080320,0:00,2.029,,1
RD,I,29,99,15,12128,2,7,1,85,20080321,0:00,0.367,,1
RD,I,29,99,15,12128,2,7,1,85,20080322,0:00,0,,1
RD,I,29,99,15,12128,2,7,1,85,20080323,0:00,0,,1
RD,I,29,99,15,12128,2,7,1,85,20080324,0:00,2.488,,1
RD,I,29,99,15,12128,2,7,1,85,20080325,0:00,0.079,,1
RD,I,29,99,15,12128,2,7,1,85,20080326,0:00,6.766,,1
RD,I,29,99,15,12128,2,7,1,85,20080327,0:00,7.847,,1
RD,I,29,99,15,12128,2,7,1,85,20080328,0:00,0.627,,1
RD,I,29,99,15,12128,2,7,1,85,20080329,0:00,8.801,,1
RD,I,29,99,15,12128,2,7,1,85,20080330,0:00,2.18,,1
RD,I,29,99,15,12128,2,7,1,85,20080331,0:00,0.552,,1
RD,I,29,99,15,12128,2,7,1,85,20080401,0:00,0.094,,1
RD,I,29,99,15,12128,2,7,1,85,20080402,0:00,5.987,,1
RD,I,29,99,15,12128,2,7,1,85,20080403,0:00,2.879,,1
RD,I,29,99,15,12128,2,7,1,85,20080404,0:00,0.055,,1
RD,I,29,99,15,12128,2,7,1,85,20080405,0:00,3.117,,1
RD,I,29,99,15,12128,2,7,1,85,20080406,0:00,1.986,,1
RD,I,29,99,15,12128,2,7,1,85,20080407,0:00,1.258,,1
RD,I,29,99,15,12128,2,7,1,85,20080408,0:00,2.211,,1
RD,I,29,99,15,12128,2,7,1,85,20080409,0:00,3.167,,1
RD,I,29,99,15,12128,2,7,1,85,20080410,0:00,1.432,,1
RD,I,29,99,15,12128,2,7,1,85,20080411,0:00,0.06,,1
RD,I,29,99,15,12128,2,7,1,85,20080412,0:00,0.048,,1
RD,I,29,99,15,12128,2,7,1,85,20080413,0:00,0,,1
RD,I,29,99,15,12128,2,7,1,85,20080414,0:00,0.39,,1
RD,I,29,99,15,12128,2,7,1,85,20080415,0:00,0.45,,1
RD,I,29,99,15,12128,2,7,1,85,20080416,0:00,0.692,,1
RD,I,29,99,15,12128,2,7,1,85,20080417,0:00,0.606,,1
RD,I,29,99,15,12128,2,7,1,85,20080418,0:00,1.1,,1
RD,I,29,99,15,12128,2,7,1,85,20080419,0:00,0.036,,1
RD,I,29,99,15,12128,2,7,1,85,20080420,0:00,1.359,,1
RD,I,29,99,15,12128,2,7,1,85,20080421,0:00,2.925,,1
RD,I,29,99,15,12128,2,7,1,85,20080422,0:00,2.205,,1
RD,I,29,99,15,12128,2,7,1,85,20080423,0:00,3.651,,1
RD,I,29,99,15,12128,2,7,1,85,20080424,0:00,1.557,,1
RD,I,29,99,15,12128,2,7,1,85,20080425,0:00,0.571,,1
RD,I,29,99,15,12128,2,7,1,85,20080426,0:00,0.144,,1
RD,I,29,99,15,12128,2,7,1,85,20080427,0:00,0.069,,1
RD,I,29,99,15,12128,2,7,1,85,20080428,0:00,0.041,,1
RD,I,29,99,15,12128,2,7,1,85,20080429,0:00,1.812,,1
RD,I,29,99,15,12128,2,7,1,85,20080501,0:00,0.639,,1
RD,I,29,99,15,12128,2,7,1,85,20080502,0:00,0.277,,1
RD,I,29,99,15,12128,2,7,1,85,20080503,0:00,0.093,,1
RD,I,29,99,15,12128,2,7,1,85,20080504,0:00,1.39,,1
RD,I,29,99,15,12128,2,7,1,85,20080505,0:00,0.785,,1
RD,I,29,99,15,12128,2,7,1,85,20080506,0:00,0.907,,1
RD,I,29,99,15,12128,2,7,1,85,20080507,0:00,1.808,,1
RD,I,29,99,15,12128,2,7,1,85,20080508,0:00,1.265,,1
RD,I,29,99,15,12128,2,7,1,85,20080509,0:00,0.491,,1
RD,I,29,99,15,12128,2,7,1,85,20080510,0:00,1.439,,1
RD,I,29,99,15,12128,2,7,1,85,20080511,0:00,0.064,,1
RD,I,29,99,15,12128,2,7,1,85,20080512,0:00,1.332,,1
RD,I,29,99,15,12128,2,7,1,85,20080513,0:00,1.373,,1
RD,I,29,99,15,12128,2,7,1,85,20080514,0:00,0.873,,1
RD,I,29,99,15,12128,2,7,1,85,20080515,0:00,0.741,,1
RD,I,29,99,15,12128,2,7,1,85,20080516,0:00,0.086,,1
RD,I,29,99,15,12128,2,7,1,85,20080517,0:00,0.093,,1
RD,I,29,99,15,12128,2,7,1,85,20080518,0:00,0.039,,1
RD,I,29,99,15,12128,2,7,1,85,20080519,0:00,1.216,,1
RD,I,29,99,15,12128,2,7,1,85,20080520,0:00,0.163,,1
RD,I,29,99,15,12128,2,7,1,85,20080521,0:00,0.145,,1
RD,I,29,99,15,12128,2,7,1,85,20080522,0:00,5.154,,1
RD,I,29,99,15,12128,2,7,1,85,20080523,0:00,4.299,,1
RD,I,29,99,15,12128,2,7,1,85,20080524,0:00,3.923,,1
RD,I,29,99,15,12128,2,7,1,85,20080525,0:00,2.305,,1
RD,I,29,99,15,12128,2,7,1,85,20080526,0:00,,AV,1
RD,I,29,99,15,12128,2,7,1,85,20080527,0:00,0.337,,1
RD,I,29,99,15,12128,2,7,1,85,20080528,0:00,0.226,,1
RD,I,29,99,15,12128,2,7,1,85,20080529,0:00,2.555,,1
RD,I,29,99,15,12128,2,7,1,85,20080530,0:00,0.402,,1
RD,I,29,99,15,12128,2,7,1,85,20080531,0:00,0.383,,1
RD,I,29,99,15,12128,2,7,1,85,20080601,0:00,0.218,,1
RD,I,29,99,15,12128,2,7,1,85,20080602,0:00,1.565,,1
RD,I,29,99,15,12128,2,7,1,85,20080603,0:00,0.311,,1
RD,I,29,99,15,12128,2,7,1,85,20080604,0:00,1.296,,1
RD,I,29,99,15,12128,2,7,1,85,20080605,0:00,0.498,,1
RD,I,29,99,15,12128,2,7,1,85,20080606,0:00,0.548,,1
RD,I,29,99,15,12128,2,7,1,85,20080607,0:00,0.576,,1
RD,I,29,99,15,12128,2,7,1,85,20080608,0:00,0.852,,1
RD,I,29,99,15,12128,2,7,1,85,20080609,0:00,0,,1
RD,I,29,99,15,12128,2,7,1,85,20080610,0:00,0.779,,1
RD,I,29,99,15,12128,2,7,1,85,20080611,0:00,1.269,,1
RD,I,29,99,15,12128,2,7,1,85,20080612,0:00,2.133,,1
RD,I,29,99,15,12128,2,7,1,85,20080613,0:00,0.758,,1
RD,I,29,99,15,12128,2,7,1,85,20080614,0:00,0.401,,1
RD,I,29,99,15,12128,2,7,1,85,20080615,0:00,0.939,,1
RD,I,29,99,15,12128,2,7,1,85,20080616,0:00,0.582,,1
RD,I,29,99,15,12128,2,7,1,85,20080617,0:00,0.033,,1
RD,I,29,99,15,12128,2,7,1,85,20080618,0:00,0.039,,1
RD,I,29,99,15,12128,2,7,1,85,20080619,0:00,0.036,,1
RD,I,29,99,15,12128,2,7,1,85,20080620,0:00,1.117,,1
RD,I,29,99,15,12128,2,7,1,85,20080621,0:00,0.096,,1
RD,I,29,99,15,12128,2,7,1,85,20080622,0:00,0.101,,1
RD,I,29,99,15,12128,2,7,1,85,20080623,0:00,0.066,,1
RD,I,29,99,15,12128,2,7,1,85,20080624,0:00,1.007,,1
RD,I,29,99,15,12128,2,7,1,85,20080625,0:00,0.488,,1
RD,I,29,99,15,12128,2,7,1,85,20080626,0:00,0.086,,1
RD,I,29,99,15,12128,2,7,1,85,20080627,0:00,0.19,,1
RD,I,29,99,15,12128,2,7,1,85,20080628,0:00,0.04,,1
RD,I,29,99,15,12128,2,7,1,85,20080629,0:00,0,,1
RD,I,29,99,15,12128,2,7,1,85,20080630,0:00,0.124,,1
RD,I,29,99,15,12128,2,7,1,85,20080701,0:00,0,,1
RD,I,29,99,15,12128,2,7,1,85,20080702,0:00,0.268,,1
RD,I,29,99,15,12128,2,7,1,85,20080703,0:00,0.061,,1
RD,I,29,99,15,12128,2,7,1,85,20080704,0:00,0.062,,1
RD,I,29,99,15,12128,2,7,1,85,20080705,0:00,0.76,,1
RD,I,29,99,15,12128,2,7,1,85,20080706,0:00,0.653,,1
RD,I,29,99,15,12128,2,7,1,85,20080707,0:00,0.886,,1
RD,I,29,99,15,12128,2,7,1,85,20080708,0:00,0.2,,1
RD,I,29,99,15,12128,2,7,1,85,20080709,0:00,0.487,,1
RD,I,29,99,15,12128,2,7,1,85,20080710,0:00,0.833,,1
RD,I,29,99,15,12128,2,7,1,85,20080711,0:00,0.608,,1
RD,I,29,99,15,12128,2,7,1,85,20080712,0:00,0.04,,1
RD,I,29,99,15,12128,2,7,1,85,20080713,0:00,0,,1
RD,I,29,99,15,12128,2,7,1,85,20080714,0:00,0,,1
RD,I,29,99,15,12128,2,7,1,85,20080715,0:00,0.232,,1
RD,I,29,99,15,12128,2,7,1,85,20080716,0:00,1.367,,1
RD,I,29,99,15,12128,2,7,1,85,20080717,0:00,2.647,,1
RD,I,29,99,15,12128,2,7,1,85,20080718,0:00,0.443,,1
RD,I,29,99,15,12128,2,7,1,85,20080719,0:00,0.123,,1
RD,I,29,99,15,12128,2,7,1,85,20080720,0:00,0.034,,1
RD,I,29,99,15,12128,2,7,1,85,20080721,0:00,0.327,,1
RD,I,29,99,15,12128,2,7,1,85,20080722,0:00,1.262,,1
RD,I,29,99,15,12128,2,7,1,85,20080723,0:00,1.796,,1
RD,I,29,99,15,12128,2,7,1,85,20080724,0:00,3.663,,1
RD,I,29,99,15,12128,2,7,1,85,20080725,0:00,,AM,1
RD,I,29,99,15,12128,2,7,1,85,20080726,0:00,0.518,,1
RD,I,29,99,15,12128,2,7,1,85,20080727,0:00,2.341,,1
RD,I,29,99,15,12128,2,7,1,85,20080728,0:00,1.005,,1
RD,I,29,99,15,12128,2,7,1,85,20080729,0:00,0.968,,1
RD,I,29,99,15,12128,2,7,1,85,20080730,0:00,3.267,,1
RD,I,29,99,15,12128,2,7,1,85,20080731,0:00,0.843,,1
RD,I,29,99,15,12128,2,7,1,85,20080801,0:00,0.035,,1
RD,I,29,99,15,12128,2,7,1,85,20080802,0:00,0.323,,1
RD,I,29,99,15,12128,2,7,1,85,20080803,0:00,2.263,,1
RD,I,29,99,15,12128,2,7,1,85,20080804,0:00,0.893,,1
RD,I,29,99,15,12128,2,7,1,85,20080805,0:00,1.67,,1
RD,I,29,99,15,12128,2,7,1,85,20080806,0:00,0.144,,1
RD,I,29,99,15,12128,2,7,1,85,20080807,0:00,0.056,,1
RD,I,29,99,15,12128,2,7,1,85,20080808,0:00,0.146,,1
RD,I,29,99,15,12128,2,7,1,85,20080809,0:00,0.508,,1
RD,I,29,99,15,12128,2,7,1,85,20080810,0:00,0.578,,1
RD,I,29,99,15,12128,2,7,1,85,20080811,0:00,3.198,,1
RD,I,29,99,15,12128,2,7,1,85,20080812,0:00,3.209,,1
RD,I,29,99,15,12128,2,7,1,85,20080813,0:00,0.75,,1
RD,I,29,99,15,12128,2,7,1,85,20080814,0:00,0.374,,1
RD,I,29,99,15,12128,2,7,1,85,20080815,0:00,1.2,,1
RD,I,29,99,15,12128,2,7,1,85,20080816,0:00,0.747,,1
RD,I,29,99,15,12128,2,7,1,85,20080817,0:00,0.359,,1
RD,I,29,99,15,12128,2,7,1,85,20080818,0:00,0.821,,1
RD,I,29,99,15,12128,2,7,1,85,20080819,0:00,1.094,,1
RD,I,29,99,15,12128,2,7,1,85,20080820,0:00,1.511,,1
RD,I,29,99,15,12128,2,7,1,85,20080821,0:00,1.933,,1
RD,I,29,99,15,12128,2,7,1,85,20080822,0:00,1.736,,1
RD,I,29,99,15,12128,2,7,1,85,20080823,0:00,0.881,,1
RD,I,29,99,15,12128,2,7,1,85,20080824,0:00,0.194,,1
RD,I,29,99,15,12128,2,7,1,85,20080825,0:00,0.145,,1
RD,I,29,99,15,12128,2,7,1,85,20080826,0:00,0.231,,1
RD,I,29,99,15,12128,2,7,1,85,20080827,0:00,0.383,,1
RD,I,29,99,15,12128,2,7,1,85,20080828,0:00,1.716,,1
RD,I,29,99,15,12128,2,7,1,85,20080829,0:00,0.2,,1
RD,I,29,99,15,12128,2,7,1,85,20080830,0:00,2.671,,1
RD,I,29,99,15,12128,2,7,1,85,20080831,0:00,3.961,,1
RD,I,29,99,15,12128,2,7,1,85,20080901,0:00,3.926,,1
RD,I,29,99,15,12128,2,7,1,85,20080902,0:00,,AM,1
RD,I,29,99,15,12128,2,7,1,85,20080903,0:00,0.711,,1
RD,I,29,99,15,12128,2,7,1,85,20080904,0:00,,AN,1
RD,I,29,99,15,12128,2,7,1,85,20080905,0:00,,AN,1
RD,I,29,99,15,12128,2,7,1,85,20080906,0:00,0.427,,1
RD,I,29,99,15,12128,2,7,1,85,20080907,0:00,0.782,,1
RD,I,29,99,15,12128,2,7,1,85,20080908,0:00,1.119,,1
RD,I,29,99,15,12128,2,7,1,85,20080909,0:00,0.741,,1
RD,I,29,99,15,12128,2,7,1,85,20080910,0:00,4.726,,1
RD,I,29,99,15,12128,2,7,1,85,20080911,0:00,2.706,,1
RD,I,29,99,15,12128,2,7,1,85,20080912,0:00,1.948,,1
RD,I,29,99,15,12128,2,7,1,85,20080913,0:00,0.487,,1
RD,I,29,99,15,12128,2,7,1,85,20080914,0:00,1.575,,1
RD,I,29,99,15,12128,2,7,1,85,20080915,0:00,0,,1
RD,I,29,99,15,12128,2,7,1,85,20080916,0:00,0.288,,1
RD,I,29,99,15,12128,2,7,1,85,20080917,0:00,0.342,,1
