"Week","Temp","Exceed"
1,53.1,TRUE
1,53.1,TRUE
1,53.1,FALSE
1,53.1,FALSE
1,53.1,FALSE
2,57.2,TRUE
2,57.2,FALSE
2,57.2,FALSE
2,57.2,FALSE
2,57.2,FALSE
3,59.8,TRUE
3,59.8,TRUE
3,59.8,TRUE
3,59.8,FALSE
3,59.8,FALSE
4,53.9,TRUE
4,53.9,TRUE
4,53.9,TRUE
4,53.9,TRUE
4,53.9,FALSE
5,60.3,TRUE
5,60.3,FALSE
5,60.3,FALSE
5,60.3,FALSE
5,60.3,FALSE
6,61.2,TRUE
6,61.2,TRUE
6,61.2,TRUE
6,61.2,TRUE
6,61.2,FALSE
7,59.7,TRUE
7,59.7,TRUE
7,59.7,TRUE
7,59.7,TRUE
7,59.7,TRUE
8,60.3,TRUE
8,60.3,TRUE
8,60.3,TRUE
8,60.3,FALSE
8,60.3,FALSE
9,60.6,TRUE
9,60.6,TRUE
9,60.6,TRUE
9,60.6,TRUE
9,60.6,FALSE
10,60.1,TRUE
10,60.1,TRUE
10,60.1,TRUE
10,60.1,TRUE
10,60.1,FALSE
11,61,TRUE
11,61,TRUE
11,61,TRUE
11,61,FALSE
11,61,FALSE
12,59.9,TRUE
12,59.9,TRUE
12,59.9,FALSE
12,59.9,FALSE
12,59.9,FALSE
13,60.2,TRUE
13,60.2,TRUE
13,60.2,TRUE
13,60.2,FALSE
13,60.2,FALSE
14,61.5,TRUE
14,61.5,FALSE
14,61.5,FALSE
14,61.5,FALSE
14,61.5,FALSE
15,62.8,TRUE
15,62.8,TRUE
15,62.8,TRUE
15,62.8,TRUE
15,62.8,FALSE
16,60,TRUE
16,60,TRUE
16,60,TRUE
16,60,FALSE
16,60,FALSE
17,58.5,TRUE
17,58.5,TRUE
17,58.5,TRUE
17,58.5,FALSE
17,58.5,FALSE
18,56.8,TRUE
18,56.8,FALSE
18,56.8,FALSE
18,56.8,FALSE
19,56,TRUE
19,56,TRUE
19,56,FALSE
19,56,FALSE
19,56,FALSE
20,61.5,TRUE
20,61.5,TRUE
20,61.5,TRUE
20,61.5,FALSE
20,61.5,FALSE
21,55.8,TRUE
21,55.8,TRUE
21,55.8,FALSE
21,55.8,FALSE
21,55.8,FALSE
22,53.4,TRUE
22,53.4,FALSE
22,53.4,FALSE
22,53.4,FALSE
22,53.4,FALSE
23,52.3,TRUE
23,52.3,TRUE
23,52.3,TRUE
23,52.3,FALSE
23,52.3,FALSE
24,52.9,TRUE
24,52.9,TRUE
24,52.9,FALSE
24,52.9,FALSE
24,52.9,FALSE
25,49.4,TRUE
25,49.4,TRUE
25,49.4,TRUE
25,49.4,TRUE
25,49.4,TRUE
26,46.7,TRUE
26,46.7,TRUE
26,46.7,FALSE
26,46.7,FALSE
26,46.7,FALSE
27,49.6,TRUE
27,49.6,TRUE
27,49.6,TRUE
27,49.6,FALSE
28,45.3,TRUE
28,45.3,TRUE
28,45.3,FALSE
28,45.3,FALSE
28,45.3,FALSE
29,46.3,TRUE
29,46.3,TRUE
29,46.3,FALSE
29,46.3,FALSE
29,46.3,FALSE
30,43.5,FALSE
30,43.5,FALSE
30,43.5,FALSE
30,43.5,FALSE
30,43.5,FALSE
31,46.7,TRUE
31,46.7,FALSE
31,46.7,FALSE
31,46.7,FALSE
31,46.7,FALSE
32,42.8,TRUE
32,42.8,TRUE
32,42.8,FALSE
32,42.8,FALSE
32,42.8,FALSE
33,41.7,TRUE
33,41.7,TRUE
33,41.7,TRUE
33,41.7,TRUE
34,41.6,TRUE
34,41.6,TRUE
34,41.6,TRUE
34,41.6,FALSE
35,39,TRUE
35,39,FALSE
36,39.7,TRUE
36,39.7,FALSE
36,39.7,FALSE
37,37.6,FALSE
37,37.6,FALSE
37,37.6,FALSE
38,39.4,TRUE
38,39.4,FALSE
38,39.4,FALSE
38,39.4,FALSE
39,41.7,TRUE
39,41.7,FALSE
39,41.7,FALSE
39,41.7,FALSE
40,41.7,FALSE
40,41.7,FALSE
40,41.7,FALSE
40,41.7,FALSE
40,41.7,FALSE
41,46,TRUE
41,46,FALSE
41,46,FALSE
42,41.6,TRUE
42,41.6,TRUE
42,41.6,FALSE
42,41.6,FALSE
42,41.6,FALSE
43,42.8,TRUE
43,42.8,FALSE
43,42.8,FALSE
43,42.8,FALSE
44,44.8,TRUE
44,44.8,FALSE
44,44.8,FALSE
45,44.3,FALSE
45,44.3,FALSE
45,44.3,FALSE
45,44.3,FALSE
46,45.4,FALSE
46,45.4,FALSE
46,45.4,FALSE
46,45.4,FALSE
47,46.2,TRUE
47,46.2,FALSE
47,46.2,FALSE
47,46.2,FALSE
47,46.2,FALSE
48,47.1,TRUE
48,47.1,FALSE
48,47.1,FALSE
49,49.7,TRUE
49,49.7,TRUE
49,49.7,FALSE
49,49.7,FALSE
49,49.7,FALSE
50,51,TRUE
50,51,TRUE
50,51,FALSE
50,51,FALSE
50,51,FALSE
51,49.6,FALSE
51,49.6,FALSE
51,49.6,FALSE
51,49.6,FALSE
51,49.6,FALSE
52,53.2,TRUE
52,53.2,FALSE
52,53.2,FALSE
52,53.2,FALSE
52,53.2,FALSE
53,53.3,FALSE
53,53.3,FALSE
53,53.3,FALSE
53,53.3,FALSE
53,53.3,FALSE
54,54.6,TRUE
54,54.6,TRUE
54,54.6,TRUE
54,54.6,FALSE
55,57.4,TRUE
55,57.4,FALSE
55,57.4,FALSE
55,57.4,FALSE
55,57.4,FALSE
56,59.8,TRUE
56,59.8,TRUE
56,59.8,TRUE
56,59.8,TRUE
56,59.8,FALSE
57,62.8,TRUE
57,62.8,TRUE
57,62.8,FALSE
57,62.8,FALSE
57,62.8,FALSE
58,58.7,TRUE
58,58.7,FALSE
59,64.1,TRUE
59,64.1,TRUE
59,64.1,TRUE
59,64.1,FALSE
59,64.1,FALSE
60,59,TRUE
60,59,FALSE
60,59,FALSE
60,59,FALSE
60,59,FALSE
61,63,TRUE
61,63,TRUE
61,63,FALSE
61,63,FALSE
61,63,FALSE
62,67,TRUE
62,67,TRUE
62,67,FALSE
62,67,FALSE
62,67,FALSE
63,61.9,TRUE
63,61.9,TRUE
63,61.9,FALSE
63,61.9,FALSE
63,61.9,FALSE
64,60.6,TRUE
64,60.6,FALSE
64,60.6,FALSE
64,60.6,FALSE
64,60.6,FALSE
65,61.7,TRUE
65,61.7,FALSE
65,61.7,FALSE
65,61.7,FALSE
65,61.7,FALSE
66,64.9,FALSE
66,64.9,FALSE
66,64.9,FALSE
66,64.9,FALSE
66,64.9,FALSE
67,58.6,TRUE
67,58.6,FALSE
68,63,TRUE
68,63,TRUE
68,63,FALSE
68,63,FALSE
68,63,FALSE
69,62.1,TRUE
69,62.1,TRUE
69,62.1,TRUE
69,62.1,FALSE
69,62.1,FALSE
70,59.3,FALSE
70,59.3,FALSE
70,59.3,FALSE
71,57.7,TRUE
71,57.7,FALSE
71,57.7,FALSE
71,57.7,FALSE
72,55.7,TRUE
72,55.7,TRUE
72,55.7,FALSE
72,55.7,FALSE
72,55.7,FALSE
73,54.8,TRUE
73,54.8,TRUE
73,54.8,FALSE
73,54.8,FALSE
74,55.7,TRUE
74,55.7,FALSE
74,55.7,FALSE
74,55.7,FALSE
74,55.7,FALSE
75,57.3,TRUE
75,57.3,TRUE
75,57.3,FALSE
75,57.3,FALSE
75,57.3,FALSE
76,51.7,TRUE
76,51.7,FALSE
76,51.7,FALSE
76,51.7,FALSE
76,51.7,FALSE
77,48,TRUE
77,48,FALSE
77,48,FALSE
77,48,FALSE
77,48,FALSE
78,48.2,FALSE
78,48.2,FALSE
78,48.2,FALSE
78,48.2,FALSE
78,48.2,FALSE
79,49,TRUE
79,49,FALSE
79,49,FALSE
79,49,FALSE
79,49,FALSE
80,46.7,TRUE
80,46.7,FALSE
80,46.7,FALSE
80,46.7,FALSE
80,46.7,FALSE
82,45,TRUE
82,45,FALSE
82,45,FALSE
82,45,FALSE
82,45,FALSE
83,41.8,TRUE
83,41.8,FALSE
83,41.8,FALSE
83,41.8,FALSE
83,41.8,FALSE
84,43.4,TRUE
84,43.4,TRUE
84,43.4,FALSE
84,43.4,FALSE
85,44.8,FALSE
85,44.8,FALSE
85,44.8,FALSE
85,44.8,FALSE
85,44.8,FALSE
86,44,TRUE
86,44,FALSE
86,44,FALSE
86,44,FALSE
86,44,FALSE
87,43.4,TRUE
87,43.4,TRUE
87,43.4,FALSE
87,43.4,FALSE
87,43.4,FALSE
88,41.3,TRUE
88,41.3,FALSE
88,41.3,FALSE
89,41.6,TRUE
89,41.6,TRUE
89,41.6,FALSE
89,41.6,FALSE
89,41.6,FALSE
90,39.7,FALSE
90,39.7,FALSE
90,39.7,FALSE
90,39.7,FALSE
90,39.7,FALSE
91,42.2,TRUE
91,42.2,TRUE
91,42.2,FALSE
91,42.2,FALSE
91,42.2,FALSE
92,43.2,FALSE
92,43.2,FALSE
92,43.2,FALSE
92,43.2,FALSE
93,46.6,TRUE
93,46.6,TRUE
93,46.6,TRUE
93,46.6,FALSE
93,46.6,FALSE
94,45.8,TRUE
94,45.8,TRUE
94,45.8,TRUE
94,45.8,FALSE
94,45.8,FALSE
95,43.5,TRUE
95,43.5,FALSE
95,43.5,FALSE
95,43.5,FALSE
96,46.1,FALSE
96,46.1,FALSE
96,46.1,FALSE
96,46.1,FALSE
96,46.1,FALSE
97,44.1,TRUE
97,44.1,TRUE
97,44.1,FALSE
97,44.1,FALSE
97,44.1,FALSE
98,49.1,TRUE
98,49.1,FALSE
98,49.1,FALSE
99,50.4,FALSE
99,50.4,FALSE
99,50.4,FALSE
99,50.4,FALSE
99,50.4,FALSE
100,53.8,TRUE
100,53.8,TRUE
100,53.8,FALSE
100,53.8,FALSE
100,53.8,FALSE
101,51.6,TRUE
101,51.6,FALSE
101,51.6,FALSE
101,51.6,FALSE
101,51.6,FALSE
102,51.1,TRUE
102,51.1,TRUE
102,51.1,FALSE
102,51.1,FALSE
104,53.4,FALSE
104,53.4,FALSE
104,53.4,FALSE
105,53.9,TRUE
105,53.9,FALSE
105,53.9,FALSE
105,53.9,FALSE
106,57,TRUE
106,57,TRUE
106,57,TRUE
106,57,FALSE
107,55.9,TRUE
107,55.9,TRUE
107,55.9,FALSE
107,55.9,FALSE
107,55.9,FALSE
108,59,TRUE
108,59,TRUE
108,59,TRUE
108,59,FALSE
109,60.2,FALSE
109,60.2,FALSE
109,60.2,FALSE
109,60.2,FALSE
109,60.2,FALSE
110,60.1,FALSE
110,60.1,FALSE
110,60.1,FALSE
110,60.1,FALSE
110,60.1,FALSE
111,60.5,TRUE
111,60.5,TRUE
111,60.5,TRUE
111,60.5,FALSE
111,60.5,FALSE
112,60.1,TRUE
112,60.1,FALSE
112,60.1,FALSE
112,60.1,FALSE
112,60.1,FALSE
113,59.5,TRUE
113,59.5,FALSE
113,59.5,FALSE
113,59.5,FALSE
113,59.5,FALSE
114,63.6,TRUE
114,63.6,TRUE
114,63.6,TRUE
114,63.6,FALSE
114,63.6,FALSE
115,62,TRUE
115,62,TRUE
115,62,FALSE
115,62,FALSE
116,63.6,TRUE
